TRANSACTION_ID,CUSTOMER_ID,AMOUNT,TRANSACTION_DATE,STATUS
289,3355,4248.42,2025-01-30,SUCCESS
290,226,2300.82,2024-11-20,SUCCESS
291,4894,3269.08,2022-11-04,SUCCESS
292,7023,2827.89,2023-09-25,FAILED
293,9152,541.74,2023-05-11,PENDING
294,5601,290.01,2022-08-09,SUCCESS
295,7997,1888.21,2024-12-02,SUCCESS
296,9008,1810.94,2023-02-09,SUCCESS
297,7684,3370.62,2024-11-23,FAILED
298,4643,3162.84,2023-12-30,SUCCESS
299,7680,4844.86,2024-09-09,SUCCESS
300,8209,4291.21,2023-01-14,SUCCESS
301,7340,2485.43,2022-07-31,FAILED
302,9436,2502.63,2024-02-29,FAILED
303,2206,3372.28,2023-01-10,SUCCESS
304,1070,574.88,2024-06-12,SUCCESS
305,3445,4999.45,2023-09-03,SUCCESS
306,1061,2596.45,2025-02-05,SUCCESS
307,2328,4549.97,2024-04-28,SUCCESS
308,3421,4836.94,2023-06-14,SUCCESS
309,302,2910.31,2023-11-02,SUCCESS
310,607,521.23,2022-10-17,SUCCESS
311,3171,2868.86,2024-07-06,SUCCESS
312,700,2990.22,2024-06-06,PENDING
313,5089,3947.02,2024-09-09,SUCCESS
314,9332,245.91,2025-02-09,SUCCESS
315,191,2334.25,2024-03-30,SUCCESS
316,981,4614.24,2023-05-04,SUCCESS
317,2976,4956.54,2023-12-26,SUCCESS
318,6103,960.96,2022-10-20,SUCCESS
319,1185,4353.64,2024-07-08,SUCCESS
320,3328,735.52,2024-08-30,SUCCESS
321,3395,4206.67,2024-10-13,SUCCESS
322,8320,1390.0,2023-02-02,FAILED
323,1817,4798.33,2023-05-23,SUCCESS
324,5855,3479.01,2023-11-04,SUCCESS
325,6710,1998.56,2024-10-01,SUCCESS
326,570,1408.46,2024-09-08,SUCCESS
327,5443,1180.01,2022-11-21,SUCCESS
328,1896,3405.56,2023-02-24,SUCCESS
329,2734,4479.48,2024-12-25,SUCCESS
330,3864,3775.94,2023-03-13,SUCCESS
331,7456,4174.78,2022-06-07,SUCCESS
332,4015,3908.01,2025-02-21,SUCCESS
333,1687,4895.84,2022-08-09,FAILED
334,3010,3790.24,2025-02-11,SUCCESS
335,7807,1055.09,2023-10-20,SUCCESS
336,155,3959.03,2024-11-30,PENDING
337,1410,1613.74,2022-10-08,SUCCESS
338,785,4979.02,2024-12-30,SUCCESS
339,8097,1886.48,2024-02-14,SUCCESS
340,7561,1467.5,2023-02-12,SUCCESS
341,7344,1199.88,2022-06-23,FAILED
342,7207,3294.28,2023-02-19,SUCCESS
343,5597,550.56,2024-02-11,PENDING
344,5802,4768.03,2023-03-24,SUCCESS
345,2807,1475.09,2022-10-02,SUCCESS
346,538,1480.53,2025-02-11,PENDING
347,5987,235.1,2024-10-24,SUCCESS
348,1842,1233.86,2022-08-22,SUCCESS
349,8717,2097.8,2024-01-22,SUCCESS
350,6972,1851.18,2024-07-03,SUCCESS
351,5626,1368.73,2024-02-14,SUCCESS
352,2951,208.52,2024-05-28,SUCCESS
353,7993,1506.4,2024-12-23,SUCCESS
354,4781,3892.76,2024-09-15,FAILED
355,2369,2196.77,2022-08-19,SUCCESS
356,6656,1457.42,2022-06-14,FAILED
357,8174,1527.44,2022-08-14,SUCCESS
358,4496,2774.42,2023-10-24,SUCCESS
359,9164,1514.95,2022-10-05,SUCCESS
360,6003,3155.83,2023-03-10,FAILED
361,6615,4947.33,2022-12-29,SUCCESS
362,9359,210.68,2025-01-04,SUCCESS
363,5920,847.84,2022-06-14,SUCCESS
364,854,899.64,2023-03-06,SUCCESS
365,4147,2238.12,2024-10-12,SUCCESS
366,3770,211.89,2024-01-31,SUCCESS
367,575,2390.22,2024-03-02,SUCCESS
368,1149,4644.98,2023-10-24,FAILED
369,6294,62.76,2024-02-25,SUCCESS
370,6458,1827.87,2023-12-02,SUCCESS
371,7510,3805.66,2024-06-28,SUCCESS
372,9908,776.7,2023-12-24,SUCCESS
373,4778,392.41,2023-06-05,SUCCESS
374,3855,3155.74,2024-05-28,SUCCESS
375,2492,54.7,2024-09-06,SUCCESS
376,3125,4009.84,2022-12-23,PENDING
377,5692,338.93,2023-06-17,SUCCESS
378,3052,2624.15,2025-01-11,SUCCESS
379,5,3701.94,2023-12-28,PENDING
380,5223,1213.84,2024-10-02,SUCCESS
381,5316,522.18,2023-03-31,SUCCESS
382,4870,882.24,2022-03-15,FAILED
383,877,4274.14,2023-02-27,SUCCESS
384,9184,3530.37,2023-03-19,SUCCESS
385,7028,994.5,2022-07-02,SUCCESS
386,4143,3582.02,2022-06-19,PENDING
387,6967,3544.55,2024-09-26,SUCCESS
388,7080,4988.64,2023-11-21,SUCCESS
389,7988,1960.82,2024-11-04,SUCCESS
390,6800,4324.94,2024-09-18,SUCCESS
391,4466,2234.98,2024-09-15,SUCCESS
392,636,4489.31,2022-08-16,SUCCESS
393,1694,462.54,2022-07-10,PENDING
394,9875,880.69,2023-05-25,SUCCESS
395,4753,4250.52,2022-07-16,FAILED
396,8312,4097.41,2022-05-14,SUCCESS
397,831,1530.64,2023-09-21,SUCCESS
398,5178,2986.01,2024-10-25,SUCCESS
399,9562,1916.59,2022-05-29,SUCCESS
400,8933,56.54,2022-10-27,SUCCESS
401,8309,135.39,2023-10-13,SUCCESS
402,5950,276.01,2024-12-29,FAILED
403,2839,2972.39,2024-12-26,SUCCESS
404,1151,1399.74,2023-05-23,SUCCESS
405,7561,724.02,2022-09-10,SUCCESS
406,1932,4705.95,2023-07-31,SUCCESS
407,9205,610.99,2023-07-26,SUCCESS
408,1665,3371.54,2025-01-19,SUCCESS
409,1082,4471.33,2023-08-16,SUCCESS
410,513,823.33,2023-12-29,SUCCESS
411,7806,1077.57,2024-12-26,SUCCESS
412,5238,2871.2,2022-12-10,FAILED
413,560,2544.7,2023-01-03,SUCCESS
414,3673,2607.53,2024-02-19,SUCCESS
415,7405,2775.62,2025-02-09,SUCCESS
416,3344,4749.77,2024-01-09,FAILED
417,4071,273.92,2025-01-02,FAILED
418,9663,3803.44,2023-02-13,SUCCESS
419,581,1166.37,2023-12-27,SUCCESS
420,7005,1871.52,2022-06-24,SUCCESS
421,8131,451.01,2023-11-29,SUCCESS
422,3148,2230.91,2022-10-21,SUCCESS
423,4250,4022.08,2023-10-10,SUCCESS
424,1680,498.21,2023-11-01,FAILED
425,3507,1381.64,2022-11-17,SUCCESS
426,7254,1868.44,2025-03-01,SUCCESS
427,2745,523.98,2023-06-01,SUCCESS
428,9436,3812.77,2023-12-27,SUCCESS
429,5189,3935.8,2022-05-22,SUCCESS
430,2142,4180.3,2022-04-03,SUCCESS
431,6618,2921.56,2022-07-12,SUCCESS
432,2480,2538.66,2023-07-21,SUCCESS
433,6485,1316.45,2023-07-11,SUCCESS
434,9828,3277.51,2023-04-19,FAILED
435,7422,2225.59,2023-07-07,SUCCESS
436,9950,4854.03,2022-12-27,SUCCESS
437,4453,4841.06,2023-08-03,SUCCESS
438,5882,4526.5,2023-10-11,SUCCESS
439,6666,1803.65,2023-03-06,SUCCESS
440,2850,1843.02,2023-06-12,SUCCESS
441,7391,4264.1,2023-10-24,SUCCESS
442,6906,3647.03,2022-09-18,SUCCESS
443,2490,3523.28,2024-12-20,SUCCESS
444,9824,1401.66,2024-01-19,SUCCESS
445,9208,4167.58,2024-02-13,SUCCESS
446,9541,2899.21,2022-06-18,SUCCESS
447,4612,2237.09,2022-06-22,SUCCESS
448,2840,4327.78,2022-07-13,SUCCESS
449,8528,1974.08,2024-10-04,SUCCESS
450,5879,3271.36,2025-02-10,SUCCESS
451,9088,2332.2,2023-01-18,PENDING
452,6304,2965.73,2024-10-28,SUCCESS
453,852,207.53,2024-05-13,SUCCESS
454,1688,2308.27,2023-10-29,SUCCESS
455,6834,2784.67,2023-11-09,SUCCESS
456,2428,2466.13,2025-02-03,SUCCESS
457,9761,4237.81,2024-03-08,FAILED
458,4001,1559.06,2024-04-09,SUCCESS
459,5053,4420.96,2023-06-30,SUCCESS
460,2739,2020.29,2022-10-10,SUCCESS
461,5733,3474.16,2022-05-06,SUCCESS
462,5388,438.18,2023-01-30,SUCCESS
463,8003,1004.77,2022-07-25,SUCCESS
464,5537,3807.02,2024-12-09,SUCCESS
465,3914,66.58,2023-02-07,SUCCESS
466,1067,4842.8,2023-10-26,SUCCESS
467,7724,957.19,2023-09-19,SUCCESS
468,4381,4507.01,2022-05-23,SUCCESS
469,4108,2582.15,2024-02-18,PENDING
470,5727,2825.05,2023-01-09,FAILED
471,3374,425.24,2023-09-29,PENDING
472,8946,1829.27,2024-09-24,PENDING
473,2083,785.31,2023-04-16,SUCCESS
474,8968,2632.03,2024-10-19,SUCCESS
475,6749,2755.91,2022-07-28,SUCCESS
476,9818,3549.79,2022-07-10,SUCCESS
477,418,4392.0,2022-03-11,SUCCESS
478,8307,2343.56,2024-03-08,FAILED
479,8809,1170.64,2023-07-06,SUCCESS
480,3975,1671.19,2022-06-01,SUCCESS
481,3268,4236.21,2024-12-02,SUCCESS
482,826,733.59,2024-03-23,SUCCESS
483,7669,3138.14,2023-07-02,SUCCESS
484,5746,70.36,2023-04-29,SUCCESS
485,9709,1232.12,2023-11-28,SUCCESS
486,413,2959.09,2024-04-22,SUCCESS
487,7544,2284.78,2023-02-14,SUCCESS
488,7588,2470.28,2022-08-09,SUCCESS
489,729,3304.51,2023-04-19,SUCCESS
490,7165,1176.76,2023-05-31,SUCCESS
491,8868,1407.62,2022-12-04,SUCCESS
492,5989,3423.87,2024-11-28,SUCCESS
493,2505,2693.77,2025-02-20,SUCCESS
494,2968,77.86,2023-01-15,SUCCESS
495,2787,3353.29,2022-09-28,SUCCESS
496,1123,3102.36,2025-02-13,SUCCESS
497,4080,397.64,2022-07-10,SUCCESS
498,1572,3738.86,2022-08-27,SUCCESS
499,5074,2612.9,2023-03-02,FAILED
500,5105,1027.71,2023-05-01,SUCCESS
501,2144,2798.99,2024-07-25,PENDING
502,9880,2979.32,2023-10-08,SUCCESS
503,6807,4600.99,2023-08-03,FAILED
504,7358,3712.01,2023-11-22,PENDING
505,3441,1513.11,2022-08-28,SUCCESS
506,3767,595.07,2024-05-17,SUCCESS
507,5645,4266.65,2023-12-29,FAILED
508,2915,4231.11,2022-08-09,SUCCESS
509,4969,880.67,2023-11-08,SUCCESS
510,5918,315.35,2024-08-27,SUCCESS
511,8788,3560.76,2023-06-03,FAILED
512,729,3614.3,2023-04-29,SUCCESS
513,1366,889.83,2024-02-29,SUCCESS
514,4493,3342.72,2024-03-14,SUCCESS
515,699,1398.22,2022-04-07,SUCCESS
516,7187,1306.78,2024-11-05,SUCCESS
517,396,1625.97,2022-07-11,FAILED
518,7401,2604.38,2024-03-19,FAILED
519,8083,4023.25,2024-12-24,PENDING
520,4172,2495.73,2022-10-29,SUCCESS
521,4361,1493.72,2024-05-11,SUCCESS
522,2503,4420.45,2023-12-22,SUCCESS
523,718,280.17,2024-09-06,SUCCESS
524,2783,3986.47,2023-12-28,SUCCESS
525,4947,3922.99,2023-05-09,PENDING
526,5487,1271.47,2022-03-09,FAILED
527,8336,995.48,2022-11-03,SUCCESS
528,4981,4374.13,2024-10-16,SUCCESS
529,7267,2796.56,2024-10-25,SUCCESS
530,4492,234.83,2024-07-24,SUCCESS
531,7193,4454.71,2023-05-15,SUCCESS
532,5589,1748.28,2023-12-02,SUCCESS
533,7652,1714.07,2022-05-15,PENDING
534,3637,3218.22,2024-11-23,SUCCESS
535,1168,3308.25,2024-01-10,SUCCESS
536,1063,1769.81,2022-03-24,SUCCESS
537,2157,720.68,2022-09-08,SUCCESS
538,7861,2763.59,2024-01-18,SUCCESS
539,5162,3127.77,2022-07-04,SUCCESS
540,5306,4301.81,2024-06-26,FAILED
541,6542,2424.78,2025-01-06,SUCCESS
542,4730,3230.25,2023-04-12,SUCCESS
543,9349,276.77,2022-06-21,FAILED
544,7331,4473.14,2024-07-02,SUCCESS
545,5335,1639.44,2023-09-13,FAILED
546,8925,3162.94,2023-07-06,SUCCESS
547,4331,4580.68,2023-08-31,SUCCESS
548,8011,4053.58,2022-05-31,SUCCESS
549,6802,3190.33,2023-02-05,SUCCESS
550,4847,3519.52,2024-10-16,PENDING
551,6732,4604.92,2022-05-09,SUCCESS
552,7242,4061.41,2022-10-26,SUCCESS
553,954,3051.25,2024-02-25,SUCCESS
554,2540,3295.22,2024-02-28,SUCCESS
555,7057,740.61,2022-05-17,PENDING
556,1543,2353.49,2022-10-03,SUCCESS
557,5294,1508.48,2022-04-02,SUCCESS
558,1192,2162.69,2024-04-29,SUCCESS
559,6314,3312.92,2024-03-03,SUCCESS
560,6939,750.01,2023-05-10,SUCCESS
561,2682,91.79,2024-11-05,SUCCESS
562,9410,1987.64,2023-01-17,SUCCESS
563,1541,1614.31,2024-06-12,FAILED
564,6173,2105.06,2024-03-31,SUCCESS
565,5542,4656.45,2024-09-10,SUCCESS
566,9581,3536.89,2023-03-29,SUCCESS
567,1366,1640.66,2024-12-26,SUCCESS
568,8692,900.5,2023-03-31,SUCCESS
569,9873,3094.3,2023-10-30,SUCCESS
570,8703,3289.59,2023-12-27,SUCCESS
571,7495,2420.7,2023-07-04,SUCCESS
572,4313,1067.74,2024-08-02,SUCCESS
573,1325,147.63,2024-05-09,SUCCESS
574,9348,1331.98,2025-01-31,SUCCESS
575,3142,2288.57,2024-10-25,SUCCESS
576,7420,3940.73,2025-02-16,SUCCESS
577,3487,4269.5,2022-10-01,SUCCESS
578,1811,2067.61,2024-07-18,FAILED
579,6589,3981.64,2023-01-30,SUCCESS
580,2924,4966.8,2022-11-25,SUCCESS
581,5302,3584.47,2023-04-28,SUCCESS
582,4187,3644.35,2024-01-14,SUCCESS
583,8906,4548.13,2024-06-20,FAILED
584,5978,1694.03,2023-11-22,SUCCESS
585,4269,60.97,2024-04-24,SUCCESS
586,4749,4934.95,2022-08-25,SUCCESS
587,4850,2454.89,2023-06-12,SUCCESS
588,9436,3929.46,2022-10-09,SUCCESS
589,3710,4063.39,2024-08-02,SUCCESS
590,9274,1990.6,2022-04-12,SUCCESS
591,6620,2708.66,2022-12-31,SUCCESS
592,8648,2701.88,2024-07-21,FAILED
593,9087,1104.98,2024-12-20,SUCCESS
594,9577,592.61,2022-10-05,SUCCESS
